,text,polarity,favourite_count,retweet_count,created_at,compound,neg,neu,pos,sentiment
176,"In fairness to him, that was a brilliant song! Neil Hannon ",positive,4,1,2022-02-05 23:01:59+00:00,0.6239,0,0.729,0.271,Positive
177,"Really enjoyed watching @anningle &amp; @roisiningle, super interview. Thrilled @roisiningle is wearing one of my designs, looking fabulous ❤️ ://t.co/0oRMdSv0BI",positive,155,12,2022-02-05 23:01:44+00:00,0.9299,0,0.552,0.448,Positive
178,"Maybe if Ryan Tubridy didn't know which turns were coming on?
 tommytiernan",neutral,2,0,2022-02-05 23:01:31+00:00,0,0,1,0,Neutral
179,@kate_odwyer @Tommedian tonight's show was absolutely fantastic. You never let the viewers down. Neil Hannon was a real treat at the end. Well done. ,positive,6,0,2022-02-05 23:01:17+00:00,0.8268,0,0.717,0.283,Positive
180,"Great performance from Neil Hannon from @divinecomedyhq on tonights @Tommedian show on @RTEOne loved the song he sang 😀🎶 
",positive,5,0,2022-02-05 23:01:10+00:00,0.8885,0,0.656,0.344,Positive
181,"The  is the new mass without having to go to church. 

Thank you for the space to talk honestly and so freely.",positive,98,5,2022-02-05 23:00:32+00:00,0.8268,0,0.697,0.303,Positive
182,"At these times when we can be seriously overwhelmed with nothing but negative news stories, master storyteller @Tommedian brings a sheer sense of genuine warmth to his interviewing style, that sadly alot of hosts sorely lack. Can't wait for more....... ",positive,5,1,2022-02-05 23:00:24+00:00,0.2725,0.154,0.672,0.175,Positive
183,"Great song. Neil Hannon such a unique original talent. 

",positive,6,0,2022-02-05 22:59:52+00:00,0.8481,0,0.432,0.568,Positive
184,Best mistakes is a catchy tune... 👌neilhannon ,positive,2,0,2022-02-05 22:59:51+00:00,0.6841,0.16,0.384,0.456,Positive
185,"That was a good song, nice one Neil H, @Tommedian ",positive,1,0,2022-02-05 22:59:34+00:00,0.6908,0,0.612,0.388,Positive
186,I am filled with immense disappointment with each  when it comes to an end; simply because I want it to never end. That's the best compliment I can give Tommy and his show. rte,positive,30,2,2022-02-05 22:59:15+00:00,0.6486,0.077,0.723,0.2,Positive
187,"""Just a field?!""  ://t.co/oVzUjN2J2D",neutral,11,0,2022-02-05 22:58:47+00:00,0,0,1,0,Neutral
188, I love NeilHannon,positive,7,0,2022-02-05 22:58:35+00:00,0.6369,0,0.417,0.583,Positive
189,"Powerful personal insight and emotional fragility shared by Brent Pope on  

Thank you Brent and well done again Tommy.",positive,3,0,2022-02-05 22:58:34+00:00,0.8555,0,0.568,0.432,Positive
190,@RealBrentPope Well that was very lovely. Thank you. ,positive,0,0,2022-02-05 22:58:18+00:00,0.839,0,0.401,0.599,Positive
191,"Neil Hanon is brilliant both as an artist and a interviewee. His awkwardness is as expected but utterly endearing as is his honesty. Divine comedy will go down as one of best acts from this island, IMO at least. ",positive,46,1,2022-02-05 22:58:18+00:00,0.9694,0.024,0.607,0.369,Positive
192,"When the  ends every week, it's like when your best friend leaves your house after a great night in.",positive,19,1,2022-02-05 22:58:11+00:00,0.9325,0,0.533,0.467,Positive
193,No brainer really ,neutral,3,1,2022-02-05 22:57:59+00:00,-0.296,0.423,0.577,0,Negative
194,Wow listening to Neil Hannon with my eyes closed is like listening to old school @DavidBowieReal ,positive,10,0,2022-02-05 22:57:11+00:00,0.743,0,0.704,0.296,Positive
195,Can easily imagine Neil as a teenager in his room writing frightening verse to a buck-toothed girl in Luxembourg. ,neutral,4,1,2022-02-05 22:57:00+00:00,-0.2023,0.136,0.763,0.102,Negative
196,Finally met my Musical hero! @divinecomedyhq  ://t.co/Qrd6z3IElc,positive,326,5,2022-02-05 22:56:57+00:00,0.5983,0,0.643,0.357,Positive
197,"1 on 1,,no distractions,no competitions,just chat,tears and laughter,and finish with a song ,,a masterpiece 👍 ://t.co/at9DqPdcra",positive,6,0,2022-02-05 22:56:52+00:00,0.6249,0,0.796,0.204,Positive
198," great to hear Neil Hannon, king of the Irish indie kids.",positive,10,0,2022-02-05 22:56:40+00:00,0.6249,0,0.728,0.272,Positive
199,"Neil Hannon, voice like velvet  'The Best Mistakes' ",positive,11,0,2022-02-05 22:56:17+00:00,0.6369,0.164,0.395,0.441,Positive
200,"Wondering IF @RyanTubridyShow is scrolling through this timeline, you know, ""researching""..
Hmm. 
 
@rte
SaturdayThoughts ://t.co/bCt1IDvInE",neutral,1,0,2022-02-05 22:55:56+00:00,0,0,1,0,Neutral
201,@knockcrock Her mother had an abortion too. Funny how they didn’t mention that there? 🤔 Shame on  for having fat repealers on every show,negative,7,2,2022-02-05 22:55:39+00:00,-0.0516,0.103,0.8,0.097,Negative
202,"Great interview with Neil Hannon from @divinecomedyhq on tonights @Tommedian show on @RTEOne really enjoying the interview 😀
",positive,11,0,2022-02-05 22:55:05+00:00,0.8832,0,0.623,0.377,Positive
203,@NWoulfeWriter @MarieTBrady It’s been that way for a few weeks - one decent guest &amp; 2 painful woke ones ,negative,1,0,2022-02-05 22:54:48+00:00,-0.4404,0.132,0.868,0,Negative
204,"Who's idea was it for the @Tommedian show atall atall...

His isn't just a show its a spectacle.. allowing guests to open up. Just wow 👌 
",positive,7,0,2022-02-05 22:54:46+00:00,0.873,0,0.716,0.284,Positive
205,"Ask Neil how much he made from Father Ted royalties!

tommytiernan
",neutral,5,0,2022-02-05 22:53:15+00:00,0,0,1,0,Neutral
206,Songs of Love is my favourite song of all time. It's so catchy and come on we all love Father Ted ,positive,0,0,2022-02-05 22:53:10+00:00,0.8555,0,0.704,0.296,Positive
207,An incredible chat on tonight's  ://t.co/PsGGSBAAte,positive,2,0,2022-02-05 22:53:06+00:00,0,0,1,0,Neutral
208,"Neil is so boring. Shame he dodged Tommy’s question about what he ‘does in between’ , it would have made this interview more interesting.  ",negative,4,0,2022-02-05 22:53:03+00:00,-0.523,0.203,0.701,0.095,Negative
209, I could watch Tommy and his interviews for hours on end,positive,3,1,2022-02-05 22:51:59+00:00,0,0,1,0,Neutral
210,"‘Are you a vulnerable person?’  praised for candid Brent Pope chat
 ://t.co/jBxocQR8Ot",positive,11,1,2022-02-05 22:51:38+00:00,0.3182,0.118,0.683,0.199,Positive
211,Tommy Tiernan is the best Irish host yet ,positive,14,1,2022-02-05 22:51:28+00:00,0.6369,0,0.656,0.344,Positive
212,"Jaysus, Neil Hannon is aging fantastically, he looks like a man in his early 40s but he must surely be in his 50s ",positive,10,0,2022-02-05 22:51:28+00:00,0.6808,0,0.797,0.203,Positive
213,I shouldn't watch  on @RTEOne +1 and browse Twitter at the same time - spoilers!,negative,3,0,2022-02-05 22:51:22+00:00,0,0,1,0,Neutral
214,Been a huge Neil Hannon since my teens! His last gig in Limerick in UCH he got the whole audience up dancing on the stage ! Absolutely hilarious and fantastic singer - songwriter!   thedivinecomedy,positive,7,0,2022-02-05 22:51:08+00:00,0.876,0,0.761,0.239,Positive
215,"Hannon is boring af  
Totally overrated too",negative,1,1,2022-02-05 22:51:01+00:00,-0.3182,0.247,0.753,0,Negative
216,@roisiningle loved the chat your mam and yourself  had with @Tommedian ☺️ no one on tv is quite so good at impromptu  chat/interview as Tommy Tiernan tremendous  ,positive,4,1,2022-02-05 22:50:39+00:00,0.8686,0.058,0.655,0.288,Positive
217,Nice to see Neil Hannon - always feel he’s very underrated. There’s a great back catalogue to return to tomorrow. ☺️☺️  ,positive,7,0,2022-02-05 22:50:08+00:00,0.9169,0,0.619,0.381,Positive
218,Neill Hannon looks amazing at 51. ,positive,11,1,2022-02-05 22:49:28+00:00,0.5859,0,0.612,0.388,Positive
219,Neil is like a latter day Ivor Novello. ,neutral,4,0,2022-02-05 22:48:54+00:00,0.3612,0,0.762,0.238,Positive
220,"@MarieTBrady Noel kelly rules I’d say, only read this week Tommy shedding viewers now - Tommy himself is brilliant- but lately the guests are so woke it’s patronizing ",negative,3,0,2022-02-05 22:48:53+00:00,0.34,0,0.921,0.079,Positive
221,Neil Hannon is a genius ,positive,11,1,2022-02-05 22:48:39+00:00,0,0,1,0,Neutral
222,"Neil Hannon could be dressed for an interview in the Dept. of the Environment in 1979 and yet, he remains irresistibly cool.",neutral,23,1,2022-02-05 22:48:07+00:00,0,0,1,0,Neutral
223,"“Bob Dylan had it easy, compared to me.”

Neil Hannon talks about the chocolaty challenge of writing songs for the new Wonka film. 🍫🍫

@Tommedian @Divinecomedyhq  ://t.co/vn7yEJZzzI",neutral,108,15,2022-02-05 22:47:41+00:00,0.4939,0,0.873,0.127,Positive
224,“I wouldn’t blame anyone for thinking ‘oh is he still around’”- Neil Hannon  talking about diversifying into musicals &amp; writing and being a homebody,neutral,0,0,2022-02-05 22:47:31+00:00,-0.34,0.091,0.909,0,Negative
225,They don’t get better or more Divine  ://t.co/pjvWLvB4Uy,positive,11,1,2022-02-05 22:47:06+00:00,0.7778,0,0.508,0.492,Positive
226,Neil Hannon is a bit of a tool ,negative,3,0,2022-02-05 22:47:01+00:00,0,0,1,0,Neutral
227,"“But it’s hard to get by, when your arse is the size, of a small country…”
Love Neil Hannon’s lyrical skills! NationalExpress ",positive,264,0,2022-02-05 22:46:15+00:00,0.6239,0.052,0.781,0.167,Positive
228,"Love the relationship between @roisiningle and her mum Anne. Warm, open, loving and fun. Lovely to see and very special. ",positive,3,0,2022-02-05 22:46:09+00:00,0.9643,0,0.427,0.573,Positive
229,It takes a musical genius to go from lyrics like “it’s hard to get by when your arse is the size of a small country” to writing Willy Wonka songs 🤣  @Tommedian,positive,5,0,2022-02-05 22:46:02+00:00,0.6486,0.034,0.827,0.139,Positive
230,"JUST TALK ABOUT ""MY LOVELY HORSE"" PLEASE! ",neutral,2,0,2022-02-05 22:45:56+00:00,0.8342,0,0.433,0.567,Positive
231,"I had to turn on the  as I've never watched it. This is pure shite. 
Is this Saturday night entertainment from rte?",negative,64,2,2022-02-05 22:45:55+00:00,0.4215,0,0.887,0.113,Positive
232,"The odd TV theme says he....

Eh the best one ever! Fr Ted ",positive,0,0,2022-02-05 22:45:23+00:00,0.4926,0.122,0.639,0.239,Positive
233,Neil Hannon hasn't aged a day in 25 years.  ,positive,4,0,2022-02-05 22:45:12+00:00,0,0,1,0,Neutral
234,neil hannon! and he'll be playing later! first time looking forward to the musical guest on this show :) ,positive,0,0,2022-02-05 22:45:10+00:00,0.658,0,0.77,0.23,Positive
235,@Tommedian I BURST 💥 OUT laughing just now watching the telly box 📺 ‘Oompa loompa doompety doo’ 🤣🤣 ,positive,2,0,2022-02-05 22:44:54+00:00,0.7964,0.069,0.665,0.266,Positive
236,Ask him about that chord in the father ted intro that everybody bluffs ,neutral,0,0,2022-02-05 22:44:54+00:00,0,0,1,0,Neutral
237,Well if it isn’t @divinecomedyhq on the  on @RTEOne ://t.co/8Q3fhX4OUD,neutral,9,0,2022-02-05 22:44:36+00:00,0.2732,0,0.826,0.174,Positive
238,Neil Hannon &amp; Tommy Tiernan are among the most wonderful Irish people alive today  ://t.co/lWJ3fZCR5S,positive,52,1,2022-02-05 22:44:29+00:00,0.7645,0,0.68,0.32,Positive
239,. Cosy night in leitrim ://t.co/uCrPfDwAo3,positive,1,0,2022-02-05 22:44:22+00:00,0,0,1,0,Neutral
240,"Neil Hannon's quirkiness would be perfect for the Willy Wonka movie soundtrack.

tommytiernan
",positive,2,0,2022-02-05 22:43:06+00:00,0.5719,0,0.778,0.222,Positive
241,“The writing has been…chocolatey lately ”- Neil Hannon on  before explaining he’s writing songs for a new Wonka film,neutral,7,1,2022-02-05 22:42:57+00:00,0,0,1,0,Neutral
242,The best show on TV ,positive,7,0,2022-02-05 22:42:42+00:00,0.6369,0,0.543,0.457,Positive
243,@roisiningle Your Ma was fabulous on . You were too. Terrific segment.,positive,16,0,2022-02-05 22:42:38+00:00,0.7579,0,0.606,0.394,Positive
244,"The final guest chatting to @Tommedian tonight is musician Neil Hannon 🌟

 @Divinecomedyhq ://t.co/XueWDYYNB5",neutral,49,5,2022-02-05 22:41:32+00:00,0,0,1,0,Neutral
245,Why is RTÉ still showing ads with its radio presenters talking about NPHET?  🤔,negative,43,0,2022-02-05 22:41:06+00:00,0,0,1,0,Neutral
246,Brilliant interview @roisiningle ,positive,3,0,2022-02-05 22:40:09+00:00,0.5859,0,0.441,0.559,Positive
247,"There's no doubt @Tommedian can really do an insightful interview because he’s actually interested in the person he chats to. As much as I'd love to see him host The Late Late Show, really think it would be a waste of his talent as a master storyteller.... ",positive,4,0,2022-02-05 22:40:06+00:00,0.8406,0.049,0.746,0.205,Positive
248,I would pay  an hourly rate to sit there and listen to my problems,positive,70,1,2022-02-05 22:14:53+00:00,-0.4767,0.24,0.76,0,Negative
249,Hopefully the audience will be kept away from the . they would definitely take from the 'chats' that we get to eavesdrop on every Sat night.,neutral,9,0,2022-02-05 22:14:35+00:00,0.6597,0,0.816,0.184,Positive
250,"@RealBrentPope is an honest, decent, lovely man. ‘Real men do cry’ is an even more powerful message coming from a 6’3 17st rugby player, best wishes to him 🙏 ",positive,5,0,2022-02-05 22:14:29+00:00,0.9432,0,0.619,0.381,Positive
251,A wonderfully frank interview by @RealBrentPope on  just now.,positive,7,0,2022-02-05 22:14:05+00:00,0.5994,0,0.698,0.302,Positive
252,@RealBrentPope is a super guy. 'It is in the doldrumsthat we make most progress'. Brent is a true gent.  @Tommedian just let Brent talk. ,positive,4,0,2022-02-05 22:13:33+00:00,0.8687,0,0.692,0.308,Positive
253,What a powerful interview with Brent Pope  on the  Brent was vulnerable and brave and Tommy talked to him with such compassion. Beautiful to watch.,positive,17,1,2022-02-05 22:13:19+00:00,0.9042,0.053,0.583,0.364,Positive
254,"Fantastic down to earth interview with a humble, modest man. Well done @RealBrentPope   ",positive,1,0,2022-02-05 22:12:57+00:00,0.6908,0,0.678,0.322,Positive
255,Ryan Tubridy watching  every Saturday night... ://t.co/knTWLgdCUb,neutral,2,0,2022-02-05 22:12:23+00:00,0,0,1,0,Neutral
256,“In the doldrums we sometimes make the most progress” . Tommy is in a league of his own for getting people to engage in his chats . Outstanding. Hat tip to Brent also . Thorough gent ,positive,37,1,2022-02-05 22:12:16+00:00,0.7506,0,0.845,0.155,Positive
257,Isn’t Brent Pope lovely? ,positive,65,0,2022-02-05 22:12:02+00:00,0.5859,0,0.513,0.487,Positive
258,normalise men being ok with being vulnerable ,neutral,6,1,2022-02-05 22:11:58+00:00,0.0772,0.188,0.594,0.218,Positive
259,"
What a lovely gentleman Brent Pope is. Hope he finds a partner to fulfill his life.",positive,37,1,2022-02-05 22:11:57+00:00,0.8625,0,0.593,0.407,Positive
260,What a lovely honest interview @RealBrentPope ,positive,5,0,2022-02-05 22:11:24+00:00,0.7964,0,0.413,0.587,Positive
261,"Great interview, such a lovely man @RealBrentPope ",positive,3,0,2022-02-05 22:11:23+00:00,0.836,0,0.432,0.568,Positive
262," tommy has great listening skills. ""It is in the doldrums that we make most progress"" @Tommedian tommytiernan ://t.co/stn4Uf08ai",positive,101,5,2022-02-05 22:11:06+00:00,0.8016,0,0.703,0.297,Positive
263,Fantastic interview with Brent Pope on the  -  great example of the power of reaching out no matter how simple the interaction,positive,5,0,2022-02-05 22:10:54+00:00,0.8565,0.036,0.642,0.321,Positive
264,"Thank you for being vulnerable with me' ..... so powerful BrentPope ❤
 ",positive,18,0,2022-02-05 22:10:52+00:00,0.8561,0.086,0.45,0.464,Positive
265,Delighted to see Brent Pope looking well on the  after some tough health times. One of life's good guys. ☀️,positive,29,1,2022-02-05 22:10:45+00:00,0.7783,0.056,0.634,0.31,Positive
266,It’s in the doldrums we make the most progress. Powerful interview. ,positive,14,0,2022-02-05 22:10:41+00:00,0.7328,0,0.618,0.382,Positive
267,Jesus if Brent Pope is struggling to meet someone is there any hope for the rest of us?  ://t.co/pwOw2jcH0l,negative,11,0,2022-02-05 22:10:23+00:00,0.0258,0.118,0.759,0.122,Positive
268,.@RealBrentPope always gives a great interview. You could listen to him for another half hour or more. ,positive,5,0,2022-02-05 22:10:13+00:00,0.6249,0,0.806,0.194,Positive
269,Always liked Brent Pope always came across as a humble person ,positive,5,0,2022-02-05 22:10:12+00:00,0.4215,0,0.797,0.203,Positive
270,"It still amazes me how @Tommedian can get such utterly insightful interviews from random everyday people as well as the more well known stars - treating them all equally, with the same level of respect regardless of their stature in society. Bravo Tommy.. ",positive,7,0,2022-02-05 22:10:09+00:00,0.8687,0,0.788,0.212,Positive
271,@RealBrentPope you are a true gent ,positive,6,0,2022-02-05 22:10:01+00:00,0.4215,0,0.682,0.318,Positive
272,Vulnerability. Listening. Asking tough questions and allowing space for answers. The keys to success for  @Tommedian has a special skill,positive,9,0,2022-02-05 22:09:55+00:00,0.6124,0.127,0.634,0.239,Positive
273,@Tommedian never fails to create interesting insightful conversations with his guests! Such an honest chat with Brent Pope on RTE1 ,positive,3,0,2022-02-05 22:09:53+00:00,0.7789,0.066,0.62,0.314,Positive
