,text,polarity,favourite_count,retweet_count,created_at
196,Finally met my Musical hero! @divinecomedyhq #TommyTiernanShow https://t.co/Qrd6z3IElc,positive,326,5,2022-02-05 22:56:57+00:00
197,"1 on 1,,no distractions,no competitions,just chat,tears and laughter,and finish with a song ,,a masterpiece 👍#TommyTiernanShow https://t.co/at9DqPdcra",positive,6,0,2022-02-05 22:56:52+00:00
198,"#TommyTiernanShow great to hear Neil Hannon, king of the Irish indie kids.",positive,10,0,2022-02-05 22:56:40+00:00
199,"Neil Hannon, voice like velvet  'The Best Mistakes' #TommyTiernanShow",positive,11,0,2022-02-05 22:56:17+00:00
200,"Wondering IF @RyanTubridyShow is scrolling through this timeline, you know, ""researching""..
Hmm. 
#TommyTiernanShow 
@rte
#SaturdayThoughts https://t.co/bCt1IDvInE",neutral,1,0,2022-02-05 22:55:56+00:00
201,@knockcrock Her mother had an abortion too. Funny how they didn’t mention that there? 🤔 Shame on #TommyTiernanShow for having fat repealers on every show,negative,7,2,2022-02-05 22:55:39+00:00
202,"Great interview with Neil Hannon from @divinecomedyhq on tonights @Tommedian show on @RTEOne really enjoying the interview 😀
#TommyTiernanShow",positive,11,0,2022-02-05 22:55:05+00:00
203,@NWoulfeWriter @MarieTBrady It’s been that way for a few weeks - one decent guest &amp; 2 painful woke ones #TommyTiernanShow,negative,1,0,2022-02-05 22:54:48+00:00
204,"Who's idea was it for the @Tommedian show atall atall...

His isn't just a show its a spectacle.. allowing guests to open up. Just wow 👌 
#TommyTiernanShow",positive,7,0,2022-02-05 22:54:46+00:00
205,"Ask Neil how much he made from Father Ted royalties!

#tommytiernan
#tommytiernanshow",neutral,5,0,2022-02-05 22:53:15+00:00
206,Songs of Love is my favourite song of all time. It's so catchy and come on we all love Father Ted #TommyTiernanShow,positive,0,0,2022-02-05 22:53:10+00:00
207,An incredible chat on tonight's #TommyTiernanShow https://t.co/PsGGSBAAte,positive,2,0,2022-02-05 22:53:06+00:00
208,"Neil is so boring. Shame he dodged Tommy’s question about what he ‘does in between’ , it would have made this interview more interesting.  #TommyTiernanShow",negative,4,0,2022-02-05 22:53:03+00:00
209,#TommyTiernanShow I could watch Tommy and his interviews for hours on end,positive,3,1,2022-02-05 22:51:59+00:00
210,"‘Are you a vulnerable person?’ #TommyTiernanShow praised for candid Brent Pope chat
 https://t.co/jBxocQR8Ot",positive,11,1,2022-02-05 22:51:38+00:00
211,Tommy Tiernan is the best Irish host yet #TommyTiernanShow,positive,14,1,2022-02-05 22:51:28+00:00
212,"Jaysus, Neil Hannon is aging fantastically, he looks like a man in his early 40s but he must surely be in his 50s #TommyTiernanShow",positive,10,0,2022-02-05 22:51:28+00:00
213,I shouldn't watch #TommyTiernanShow on @RTEOne +1 and browse Twitter at the same time - spoilers!,negative,3,0,2022-02-05 22:51:22+00:00
214,Been a huge Neil Hannon since my teens! His last gig in Limerick in UCH he got the whole audience up dancing on the stage ! Absolutely hilarious and fantastic singer - songwriter! #TommyTiernanShow  #thedivinecomedy,positive,7,0,2022-02-05 22:51:08+00:00
215,"Hannon is boring af #TommyTiernanShow 
Totally overrated too",negative,1,1,2022-02-05 22:51:01+00:00
216,@roisiningle loved the chat your mam and yourself  had with @Tommedian ☺️ no one on tv is quite so good at impromptu  chat/interview as Tommy Tiernan #tremendous  #TommyTiernanShow,positive,4,1,2022-02-05 22:50:39+00:00
217,Nice to see Neil Hannon - always feel he’s very underrated. There’s a great back catalogue to return to tomorrow. ☺️☺️  #TommyTiernanShow,positive,7,0,2022-02-05 22:50:08+00:00
218,Neill Hannon looks amazing at 51. #TommyTiernanShow,positive,11,1,2022-02-05 22:49:28+00:00
219,Neil is like a latter day Ivor Novello. #TommyTiernanShow,neutral,4,0,2022-02-05 22:48:54+00:00
220,"@MarieTBrady Noel kelly rules I’d say, only read this week Tommy shedding viewers now - Tommy himself is brilliant- but lately the guests are so woke it’s patronizing #TommyTiernanShow",negative,3,0,2022-02-05 22:48:53+00:00
221,Neil Hannon is a genius #TommyTiernanShow,positive,11,1,2022-02-05 22:48:39+00:00
222,"Neil Hannon could be dressed for an interview in the Dept. of the Environment in 1979 and yet, he remains irresistibly cool.#TommyTiernanShow",neutral,23,1,2022-02-05 22:48:07+00:00
223,"“Bob Dylan had it easy, compared to me.”

Neil Hannon talks about the chocolaty challenge of writing songs for the new Wonka film. 🍫🍫

@Tommedian @Divinecomedyhq #TommyTiernanShow https://t.co/vn7yEJZzzI",neutral,108,15,2022-02-05 22:47:41+00:00
224,“I wouldn’t blame anyone for thinking ‘oh is he still around’”- Neil Hannon #TommyTiernanShow talking about diversifying into musicals &amp; writing and being a homebody,neutral,0,0,2022-02-05 22:47:31+00:00
225,They don’t get better or more Divine #TommyTiernanShow https://t.co/pjvWLvB4Uy,positive,11,1,2022-02-05 22:47:06+00:00
226,Neil Hannon is a bit of a tool #TommyTiernanShow,negative,3,0,2022-02-05 22:47:01+00:00
227,"“But it’s hard to get by, when your arse is the size, of a small country…”
Love Neil Hannon’s lyrical skills! #NationalExpress #TommyTiernanShow",positive,264,0,2022-02-05 22:46:15+00:00
228,"Love the relationship between @roisiningle and her mum Anne. Warm, open, loving and fun. Lovely to see and very special. #TommyTiernanShow",positive,3,0,2022-02-05 22:46:09+00:00
229,It takes a musical genius to go from lyrics like “it’s hard to get by when your arse is the size of a small country” to writing Willy Wonka songs 🤣 #TommyTiernanShow @Tommedian,positive,5,0,2022-02-05 22:46:02+00:00
230,"JUST TALK ABOUT ""MY LOVELY HORSE"" PLEASE! #TommyTiernanShow",neutral,2,0,2022-02-05 22:45:56+00:00
231,"I had to turn on the #TommyTiernanShow as I've never watched it. This is pure shite. 
Is this Saturday night entertainment from rte?",negative,64,2,2022-02-05 22:45:55+00:00
232,"The odd TV theme says he....

Eh the best one ever! Fr Ted #TommyTiernanShow",positive,0,0,2022-02-05 22:45:23+00:00
233,Neil Hannon hasn't aged a day in 25 years.  #TommyTiernanShow,positive,4,0,2022-02-05 22:45:12+00:00
234,neil hannon! and he'll be playing later! first time looking forward to the musical guest on this show :) #TommyTiernanShow,positive,0,0,2022-02-05 22:45:10+00:00
235,@Tommedian I BURST 💥 OUT laughing just now watching the telly box 📺 ‘Oompa loompa doompety doo’ 🤣🤣 #TommyTiernanShow,positive,2,0,2022-02-05 22:44:54+00:00
236,Ask him about that chord in the father ted intro that everybody bluffs #TommyTiernanShow,neutral,0,0,2022-02-05 22:44:54+00:00
237,Well if it isn’t @divinecomedyhq on the #TommyTiernanShow on @RTEOne https://t.co/8Q3fhX4OUD,neutral,9,0,2022-02-05 22:44:36+00:00
238,Neil Hannon &amp; Tommy Tiernan are among the most wonderful Irish people alive today #TommyTiernanShow https://t.co/lWJ3fZCR5S,positive,52,1,2022-02-05 22:44:29+00:00
239,#TommyTiernanShow. Cosy night in #leitrim https://t.co/uCrPfDwAo3,positive,1,0,2022-02-05 22:44:22+00:00
240,"Neil Hannon's quirkiness would be perfect for the Willy Wonka movie soundtrack.

#tommytiernan
#TommyTiernanShow",positive,2,0,2022-02-05 22:43:06+00:00
241,“The writing has been…chocolatey lately ”- Neil Hannon on #TommyTiernanShow before explaining he’s writing songs for a new Wonka film,neutral,7,1,2022-02-05 22:42:57+00:00
242,The best show on TV #TommyTiernanShow,positive,7,0,2022-02-05 22:42:42+00:00
243,@roisiningle Your Ma was fabulous on #TommyTiernanShow. You were too. Terrific segment.,positive,16,0,2022-02-05 22:42:38+00:00
244,"The final guest chatting to @Tommedian tonight is musician Neil Hannon 🌟

#TommyTiernanShow @Divinecomedyhq https://t.co/XueWDYYNB5",neutral,49,5,2022-02-05 22:41:32+00:00
245,Why is RTÉ still showing ads with its radio presenters talking about NPHET? #TommyTiernanShow 🤔,negative,43,0,2022-02-05 22:41:06+00:00
246,Brilliant interview @roisiningle #TommyTiernanShow,positive,3,0,2022-02-05 22:40:09+00:00
247,"There's no doubt @Tommedian can really do an insightful interview because he’s actually interested in the person he chats to. As much as I'd love to see him host The Late Late Show, really think it would be a waste of his talent as a master storyteller.... #TommyTiernanShow",positive,4,0,2022-02-05 22:40:06+00:00
248,I would pay #TommyTiernanShow an hourly rate to sit there and listen to my problems,positive,70,1,2022-02-05 22:14:53+00:00
249,Hopefully the audience will be kept away from the #TommyTiernanShow. they would definitely take from the 'chats' that we get to eavesdrop on every Sat night.,neutral,9,0,2022-02-05 22:14:35+00:00
250,"@RealBrentPope is an honest, decent, lovely man. ‘Real men do cry’ is an even more powerful message coming from a 6’3 17st rugby player, best wishes to him 🙏 #TommyTiernanShow",positive,5,0,2022-02-05 22:14:29+00:00
251,A wonderfully frank interview by @RealBrentPope on #TommyTiernanShow just now.,positive,7,0,2022-02-05 22:14:05+00:00
252,@RealBrentPope is a super guy. 'It is in the doldrumsthat we make most progress'. Brent is a true gent.  @Tommedian just let Brent talk. #TommyTiernanShow,positive,4,0,2022-02-05 22:13:33+00:00
253,What a powerful interview with Brent Pope  on the #TommyTiernanShow Brent was vulnerable and brave and Tommy talked to him with such compassion. Beautiful to watch.,positive,17,1,2022-02-05 22:13:19+00:00
254,"Fantastic down to earth interview with a humble, modest man. Well done @RealBrentPope   #TommyTiernanShow",positive,1,0,2022-02-05 22:12:57+00:00
255,Ryan Tubridy watching #TommyTiernanShow every Saturday night... https://t.co/knTWLgdCUb,neutral,2,0,2022-02-05 22:12:23+00:00
256,“In the doldrums we sometimes make the most progress” . Tommy is in a league of his own for getting people to engage in his chats . Outstanding. Hat tip to Brent also . Thorough gent #TommyTiernanShow,positive,37,1,2022-02-05 22:12:16+00:00
257,Isn’t Brent Pope lovely? #TommyTiernanShow,positive,65,0,2022-02-05 22:12:02+00:00
258,normalise men being ok with being vulnerable #TommyTiernanShow,neutral,6,1,2022-02-05 22:11:58+00:00
259,"#TommyTiernanShow
What a lovely gentleman Brent Pope is. Hope he finds a partner to fulfill his life.",positive,37,1,2022-02-05 22:11:57+00:00
260,What a lovely honest interview @RealBrentPope #TommyTiernanShow,positive,5,0,2022-02-05 22:11:24+00:00
261,"Great interview, such a lovely man @RealBrentPope #tommytiernanshow",positive,3,0,2022-02-05 22:11:23+00:00
262,"#TommyTiernanShow tommy has great listening skills. ""It is in the doldrums that we make most progress"" @Tommedian #tommytiernan https://t.co/stn4Uf08ai",positive,101,5,2022-02-05 22:11:06+00:00
263,Fantastic interview with Brent Pope on the #TommyTiernanShow -  great example of the power of reaching out no matter how simple the interaction,positive,5,0,2022-02-05 22:10:54+00:00
264,"'Thank you for being vulnerable with me' ..... so powerful #BrentPope ❤
 #TommyTiernanShow",positive,18,0,2022-02-05 22:10:52+00:00
265,Delighted to see Brent Pope looking well on the #TommyTiernanShow after some tough health times. One of life's good guys. ☀️,positive,29,1,2022-02-05 22:10:45+00:00
266,It’s in the doldrums we make the most progress. Powerful interview. #TommyTiernanShow,positive,14,0,2022-02-05 22:10:41+00:00
267,Jesus if Brent Pope is struggling to meet someone is there any hope for the rest of us? #TommyTiernanShow https://t.co/pwOw2jcH0l,negative,11,0,2022-02-05 22:10:23+00:00
268,.@RealBrentPope always gives a great interview. You could listen to him for another half hour or more. #TommyTiernanShow,positive,5,0,2022-02-05 22:10:13+00:00
269,Always liked Brent Pope always came across as a humble person #TommyTiernanShow,positive,5,0,2022-02-05 22:10:12+00:00
270,"It still amazes me how @Tommedian can get such utterly insightful interviews from random everyday people as well as the more well known stars - treating them all equally, with the same level of respect regardless of their stature in society. Bravo Tommy.. #TommyTiernanShow",positive,7,0,2022-02-05 22:10:09+00:00
271,@RealBrentPope you are a true gent #TommyTiernanShow,positive,6,0,2022-02-05 22:10:01+00:00
272,Vulnerability. Listening. Asking tough questions and allowing space for answers. The keys to success for #TommyTiernanShow @Tommedian has a special skill,positive,9,0,2022-02-05 22:09:55+00:00
273,@Tommedian never fails to create interesting insightful conversations with his guests! Such an honest chat with Brent Pope on #RTE1 #TommyTiernanShow,positive,3,0,2022-02-05 22:09:53+00:00
274,"Man up is a stupid statement. Everyone has problems, nothing weak about being able to discuss them. 

#TommyTiernanShow
#tommytiernan",negative,13,0,2022-02-05 22:09:52+00:00
275,"""It's OK to be vulnerable"" is an important take away message from Tommy's interview with Brent Pope. #TommyTiernanShow",positive,9,0,2022-02-05 22:09:52+00:00
276,Wait a minute Brent Pope is single? Wtf.. Makes no sense..no homo  #TommyTiernanShow,negative,2,0,2022-02-05 22:09:31+00:00
277,Fabulous interview but i reckon interview is the wrong word. Chat would be more accurate #TommyTiernanShow,positive,2,0,2022-02-05 22:09:18+00:00
278,#TommyTiernanShow wow what an interview,positive,1,0,2022-02-05 22:09:12+00:00
279,"He seems like hes such a lonely man, the look on Tommy's face listening to him tell his story #TommyTiernanShow",negative,5,0,2022-02-05 22:09:04+00:00
280,"“thank you for being kind with me and thak you for being vulnerable with me too, it means a lot” aw Brent 🥺😢 #TommyTiernanShow",positive,11,0,2022-02-05 22:09:01+00:00
281,"""Thank you for being vulnerable with me""

Classy sign off 👌 #TommyTiernanShow",positive,5,0,2022-02-05 22:08:48+00:00
282,I feel there was a whole lot more to that interview with Brent Pope than what we just saw. #tommytiernanshow,positive,41,0,2022-02-05 22:08:41+00:00
283,Lovely fireside chat with Brent pope @Tommedian #TommyTiernanShow,positive,3,0,2022-02-05 22:08:39+00:00
284,Where do we send our phone numbers #TommyTiernanShow,positive,34,0,2022-02-05 22:08:32+00:00
285,Love this guy #TommyTiernanShow,positive,6,0,2022-02-05 22:07:41+00:00
286,"And every middle aged woman in Ireland is searching tinternet for Popey #TommyTiernanShow 
Great question.",positive,19,0,2022-02-05 22:07:37+00:00
287,I gather my wife will gladly forward her phone number to #brentpope 😳😳#TommyTiernanShow #tommytiernan,positive,17,0,2022-02-05 22:07:12+00:00
288,"Brilliant interview with Brent Pope, I love how open and honest he is #TommyTiernanShow",positive,10,0,2022-02-05 22:07:06+00:00
289,"“real men do cry, real men do show their emotions’ 🙏🏻#TommyTiernanShow",positive,21,1,2022-02-05 22:06:40+00:00
290,"Brent Pope.
Respect.
It's ok not to be ok.
#TommyTiernanShow",positive,30,1,2022-02-05 22:06:33+00:00
291,What do we pay Tubridy for at all?! #TommyTiernanShow #BrentPope,negative,15,0,2022-02-05 22:05:49+00:00
292,I love the honesty of this interview with @RealBrentPope #TommyTiernanShow,positive,7,0,2022-02-05 22:05:08+00:00
